summonerName,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,creepsPerMinDeltas0-10,creepsPerMinDeltas10-20,creepsPerMinDeltas20-30,xpPerMinDeltas0-10,xpPerMinDeltas10-20,xpPerMinDeltas20-30,goldPerMinDeltas0-10,goldPerMinDeltas10-20,goldPerMinDeltas20-30,xpDiffPerMinDeltas0-10,xpDiffPerMinDeltas10-20,xpDiffPerMinDeltas20-30,damageTakenPerMinsDeltas0-10,damageTakenPerMinsDeltas10-20,damageTakenPerMinsDeltas20-30,damageTakenDiffPerMinsDeltas0-10,damageTakenDiffPerMinsDeltas10-20,damageTakenDiffPerMinsDeltas20-30
Gen G Bonnie,1,8,2,10,5,2,2,684,1,0,0,0,0,140740,16050,116136,8554,0,14742,3791,10266,684,6703,1,11900,22273,2014,18,16,17867,5997,11653,216,12701,11258,3,0,172,20,13,0,65,14,1,0,8,3,0,0,1,0,NaN,6.6,7.6000000000000005,NaN,409.5,537.8,NaN,374.79999999999995,545,NaN,-16.900000000000034,133.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
APK Flawless,1,17,2,15,11,2,2,953,1,0,0,0,0,167678,4387,135781,27509,0,32963,0,24126,8836,16408,1,23679,34914,5695,42,21,35241,7788,26283,1169,14820,13650,4,1,28,116,65,21,505,15,13,0,13,11,0,0,0,0,1,0,0.4,0.8999999999999999,NaN,383,524,NaN,518.2,512.5,NaN,123.3,131.79999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Clid,0,5,7,7,3,2,2,484,1,0,0,0,0,157829,124154,25485,8189,0,13249,11521,689,1038,13371,1,16895,13992,0,54,22,29186,8714,19152,1318,10291,9335,0,0,26,124,98,4,478,14,12,0,24,11,0,0,0,0,0,0,0.3,0.6,1.7000000000000002,263.8,512.1,363.9,220.7,365.6,310.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
칼과 창 방패,0,4,8,4,2,1,1,312,0,0,0,0,0,56249,0,46458,9790,0,10986,0,8973,2013,726,1,13907,365,365,10,20,19580,6170,12230,1179,6731,6458,0,0,92,0,0,0,118,11,3,0,7,1,1,0,0,0,0,0,4,4.300000000000001,NaN,310.4,411.8,NaN,237.5,335.6,NaN,-124.20000000000002,-161.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DWG Canyon,1,2,1,5,0,1,0,690,0,0,0,0,0,77083,53594,16775,6712,0,4638,3737,396,504,3932,1,2922,10260,622,15,6,7736,1830,5648,257,6073,5010,0,0,9,82,59,4,221,10,3,0,4,1,1,0,0,0,NaN,0.6,NaN,312.1,NaN,282.5,NaN,71.27999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
내가강만식,1,13,3,8,8,2,2,426,2,0,0,0,0,80892,1272,78629,991,0,15160,1272,13350,538,2815,1,8382,2203,2010,12,19,13968,3568,9336,1064,10662,9025,1,0,115,10,4,2,207,13,7,0,9,1,0,0,0,0,NaN,6.1,5,NaN,420.2,543.4000000000001,NaN,299.6,672.9,NaN,9.299999999999983,114.70000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
가루눈 OwO,0,5,6,2,3,1,1,460,0,0,0,0,0,79256,780,78475,0,0,7725,200,7524,0,2756,1,14716,2167,1676,21,12,21671,7333,14035,302,8333,7875,0,0,134,5,0,0,34,13,2,0,7,6,0,0,0,0,NaN,5.3,7.6,NaN,376.5,666,NaN,206.4,480.9,NaN,-140.39999999999998,196.60000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
밀레니엄베이베,1,11,2,6,6,2,2,720,1,0,0,0,0,141112,1875,135791,3445,683,28797,1040,27757,0,2955,2,8510,8902,8902,17,16,10401,4181,5803,416,12336,11550,3,0,188,6,0,6,142,13,2,0,8,1,0,0,1,0,0,0,7.4,10.4,NaN,383.6,600.5999999999999,NaN,408.20000000000005,681.9000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
밀레니엄베이베,0,7,6,3,3,2,2,519,1,0,0,0,0,93478,10323,81470,1684,0,13706,3592,10029,84,1825,4,10079,2695,1252,26,16,13929,3847,9429,652,11045,10025,1,0,197,8,4,0,184,13,5,0,10,9,0,0,0,0,0,0,7.5,8,NaN,317.7,416.1,NaN,305.8,426.8,NaN,0.700000000000017,-13.050000000000011,NaN,NaN,NaN,NaN,NaN,NaN,NaN
No soul,0,3,5,7,0,1,0,706,0,0,0,0,0,116154,646,99418,16088,0,18977,406,14909,3661,2487,1,21143,4889,49,17,18,21764,6480,14560,724,10107,9650,1,0,180,16,7,0,139,14,4,0,13,3,0,0,0,0,0,0,8.7,5.9,NaN,489.4,415.2,NaN,264.5,443.1,NaN,-6.500000000000028,-250.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
나는대포너는머포,0,6,7,8,3,1,2,474,0,0,0,0,0,187409,2864,182791,1754,1004,23599,464,22684,450,2307,4,14558,17256,4138,24,9,22782,10256,10989,1535,14364,14005,1,0,236,26,15,0,76,14,3,0,12,10,0,0,0,0,0,0,7.9,8.899999999999999,NaN,304.4,532.2,NaN,348.1,471,NaN,-61.00000000000003,76.05000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
아이유칼,1,5,4,14,2,2,2,642,2,0,0,0,0,187072,154083,19302,13686,198,33381,27424,3183,2773,5170,4,7793,6426,3864,27,31,17443,5651,11645,146,13211,12225,1,0,213,27,24,1,150,16,5,0,16,4,0,0,0,0,0,1,8.8,8.1,3.7,466.2,575.5,460.3,356.5,453.4,386.2,17.899999999999977,21.200000000000017,-33.799999999999955,NaN,NaN,NaN,NaN,NaN,NaN
FA Dalka,0,3,6,5,0,1,0,629,0,0,0,0,0,96164,89647,5989,527,0,16853,16074,251,527,4091,3,4805,3085,3085,12,16,13350,6887,6364,98,9820,9200,0,0,162,10,6,4,349,12,2,0,4,2,0,0,0,0,0,0,6.8,7.3,NaN,333.29999999999995,456.9,NaN,278.9,423.3,NaN,-3.4500000000000455,-41.150000000000034,NaN,NaN,NaN,NaN,NaN,NaN,NaN
생각과망령,1,8,1,7,8,2,1,102,1,0,0,0,0,81125,64384,13988,2752,0,13858,11134,1907,816,3567,1,5195,2083,1957,22,7,10589,4236,6108,244,9659,8500,1,0,151,8,4,4,36,13,3,0,7,7,0,0,0,0,NaN,6.1,7,NaN,420.3,560.8,NaN,325,494.5,NaN,40.10000000000001,56.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,1,5,0,10,5,1,1,0,0,0,0,0,0,29446,325,20964,8157,0,6753,325,4884,1543,0,0,9235,4377,4377,26,22,10599,3901,5226,1470,7302,6200,0,0,35,0,0,0,112,9,4,0,11,6,1,0,0,1,0,1,1.7,NaN,302.8,NaN,343,NaN,78.99999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
행운행운,0,3,5,3,0,1,0,413,0,0,0,0,0,58580,4285,53988,306,351,5565,804,4454,306,1350,1,11402,583,583,14,5,15002,5362,8233,1407,7175,6800,0,0,125,2,2,0,58,11,3,0,7,4,0,0,0,0,0,0,5.4,5.800000000000001,NaN,362.6,355,NaN,263,297.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hick billy,0,2,7,3,0,1,0,681,0,0,0,0,0,119526,104336,12804,2385,0,20440,19878,561,0,1604,1,12508,1267,1267,21,27,16114,5489,10074,550,8374,8475,0,0,177,15,15,0,296,13,5,0,11,0,0,0,0,0,NaN,8.6,6.8,NaN,482.29999999999995,489.3,NaN,281.6,387.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRB Harp,1,5,5,12,2,1,2,741,0,0,0,0,0,22402,8804,6856,6742,0,6587,3913,1587,1086,782,1,18856,2253,2253,57,37,14921,4479,10022,419,8742,7600,0,0,27,0,0,0,138,12,12,0,32,7,0,0,0,1,0,1,1,1.5,NaN,219.4,325,NaN,296.5,306.6,NaN,-88.45,-18.24999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,0,1,9,14,0,1,0,497,0,0,0,0,0,32549,21706,5587,5254,0,17177,15273,1103,801,5942,5,21342,564,269,58,79,26500,9392,16675,432,7509,7300,0,0,27,0,0,0,286,11,4,0,19,9,0,0,0,0,NaN,1.2,0.8999999999999999,0.6,281.6,346.7,197.5,215.39999999999998,268.5,216.39999999999998,47.14999999999998,50.54999999999998,-136.40000000000006,NaN,NaN,NaN,NaN,NaN,NaN
9z9z,0,3,5,2,2,1,1,570,0,0,0,0,0,64075,10173,49813,4088,0,7851,800,6495,554,4076,1,12372,363,0,13,12,17834,4858,11907,1068,6522,6225,0,0,21,72,60,8,320,10,4,0,7,5,0,0,0,0,0,0,1.2000000000000002,NaN,338.6,NaN,280.2,NaN,-29.340000000000032,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,1,3,2,17,2,1,1,800,0,0,0,0,0,28803,16790,3844,8168,0,13032,9759,1928,1345,5354,5,7609,1149,401,80,45,12996,2824,8553,1619,7284,5850,0,0,34,0,0,0,188,12,6,0,41,12,0,0,0,0,0,0,1.7000000000000002,1.4,NaN,310.2,420.7,NaN,164.3,370.7,NaN,21.55000000000001,114.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRX Gemini,0,4,8,5,2,1,1,313,0,0,0,0,0,57242,36629,15978,4635,0,7301,5995,635,670,3599,1,5988,1598,0,31,17,15433,3556,10864,1012,6297,5800,0,0,6,60,46,2,128,10,6,0,12,5,0,0,0,0,NaN,0.3,0.30000000000000004,NaN,248.5,397.29999999999995,NaN,234.2,331.3,NaN,-82.2,-119.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
빵속에 순우유,1,1,2,22,0,1,0,598,0,0,0,0,0,50241,38630,10040,1570,0,9774,7587,2095,90,34562,7,12113,1728,569,16,39,13225,3119,9205,899,8134,6975,1,0,89,0,0,0,257,14,3,0,11,1,0,0,0,0,0,1,3.9000000000000004,3.4,NaN,444.79999999999995,355.6,NaN,301.8,229.70000000000002,NaN,-28.599999999999994,-76.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
기엽다,1,8,1,12,8,2,1,230,1,0,0,0,0,132897,13709,118209,978,0,18366,1773,16030,562,6909,1,8037,11568,8800,34,18,15799,3671,11260,867,11934,10475,4,0,181,13,4,5,116,15,5,0,10,5,0,0,0,0,0,1,6.8,8.1,NaN,487.7,523.5,NaN,336.29999999999995,424.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
이주한1,1,2,0,5,2,1,1,0,0,0,0,0,0,80281,18596,47474,14211,0,3913,791,2714,407,4145,1,6638,19540,164,17,8,9196,2572,6597,26,6120,4275,0,0,20,76,37,17,279,10,3,0,3,6,0,0,0,0,NaN,1.2000000000000002,NaN,355.79999999999995,NaN,309.7,NaN,10.539999999999992,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Bonnie,1,2,0,2,2,1,1,0,0,0,0,0,0,104176,3042,82554,18579,0,3438,0,2696,742,5408,1,6391,24952,610,18,4,10896,1610,8966,320,6454,5925,0,0,9,107,55,22,407,10,4,0,9,2,0,0,0,1,NaN,0.1,NaN,423.1,NaN,329.4,NaN,43.06000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Canna,1,5,4,6,2,1,1,1255,0,0,0,0,0,161909,6719,149171,6018,552,15790,1515,14274,0,1734,1,12530,12737,8935,35,2,16039,6758,9198,82,13064,12425,2,0,219,19,11,8,43,15,3,0,12,5,0,0,1,0,0,0,8.3,9.7,3.8000000000000003,496.2,523,394.6,390.1,442.4,413.2,51.99999999999997,79.79999999999995,-12.19999999999996,NaN,NaN,NaN,NaN,NaN,NaN
양동이의 습격,1,3,4,8,3,2,1,1219,1,0,0,0,0,100809,0,81283,19526,0,13980,0,12056,1924,3759,1,26358,8480,6194,20,19,23693,5449,15184,3060,10069,8800,2,1,148,4,1,0,214,15,3,0,11,3,0,0,0,0,1,0,4.7,6.699999999999999,NaN,362.9,454.8,NaN,210.10000000000002,331.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Wo xiang jia fen,0,6,6,7,2,1,1,391,0,0,0,0,0,106747,0,85972,20775,0,18733,0,16492,2241,4641,1,33679,2826,1802,20,34,30611,6600,22054,1956,11315,10675,0,0,167,8,5,0,243,15,5,0,9,6,0,0,0,0,0,0,6.800000000000001,6,3.7,397.4,387.2,466.1,276.6,442.7,289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
야생을죽이기위해,1,9,3,6,6,1,2,842,0,0,0,0,0,190134,19956,164185,5992,0,18043,5044,11695,1304,10248,1,23807,8908,5548,30,17,31689,10942,19349,1397,14939,14983,0,0,239,25,8,13,176,17,2,0,11,9,0,0,0,0,0,0,7.4,8.6,NaN,453.1,621.3,NaN,333.7,640.5,NaN,45.00000000000003,86.30000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
야생을죽이기위해,1,8,5,6,4,1,2,652,0,0,0,0,0,99363,65502,21829,12031,0,15344,13052,969,1321,4079,1,7059,23458,1065,43,25,17498,6585,10095,817,10098,9275,3,0,30,84,52,2,138,13,5,0,15,12,0,0,1,0,0,1,0.4,1.2,NaN,367,374.6,NaN,325.6,401.29999999999995,NaN,20.5,-33.30000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
푸른돼지 분홍코,0,1,10,5,0,1,0,347,0,0,0,0,0,88643,73946,14696,0,0,15582,13892,1690,0,3990,1,21006,2897,445,14,5,32713,18598,9586,4528,8201,7525,1,0,139,6,3,0,34,14,1,0,9,1,0,0,0,0,0,0,5.2,4.4,NaN,408.6,402.5,NaN,213.1,266.5,NaN,-82.10000000000002,-285.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HLE CaD,1,1,9,15,0,1,0,501,0,0,0,0,0,109286,45563,53303,10419,0,7335,2817,3061,1455,6794,1,33064,22196,480,32,40,31730,6595,23265,1870,9257,9005,0,0,21,100,64,0,554,14,7,0,11,6,0,0,0,0,0,0,0.1,1.9000000000000001,NaN,320.5,438.9,NaN,281.6,330.79999999999995,NaN,-38.900000000000006,-75.20000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
튀자튀자아,0,2,12,4,0,1,0,297,0,0,0,0,0,85581,7416,69754,8410,0,16537,2964,13572,0,1395,4,9410,0,0,17,21,17135,4774,10916,1444,8529,8400,0,0,137,0,0,0,205,12,4,0,10,2,0,0,0,0,0,0,5.300000000000001,5.199999999999999,NaN,252.8,397.4,NaN,227.5,316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SANDBOX GorillA,0,1,5,10,0,1,0,670,0,0,0,0,0,21320,11654,5665,4001,0,4143,3259,844,40,1294,5,6909,2094,1667,76,34,11163,4118,6308,737,7718,7225,0,0,29,0,0,0,239,13,17,0,59,8,0,0,0,0,0,0,1.2,1.4,0.30000000000000004,297.8,285.2,510.3,181.2,254.4,256.6,26.950000000000017,-66.65000000000006,102.35,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Wize,1,2,4,26,0,1,0,509,0,0,0,0,0,30333,16001,9452,4878,0,13949,9527,2638,1783,12682,8,34300,7125,3505,108,36,19386,10770,8032,583,9676,8800,1,0,35,4,0,0,177,14,7,0,56,11,0,0,0,0,0,1,1.1,1.4,0.6,215.79999999999998,458.5,434.70000000000005,155.2,397.20000000000005,269.5,-53.250000000000014,133.29999999999998,160.60000000000005,NaN,NaN,NaN,NaN,NaN,NaN
Doinb,1,1,9,16,0,1,0,452,0,0,0,0,0,22678,11609,5254,5813,0,5920,3805,1228,886,1358,1,28629,1056,1056,126,30,25408,14486,10134,787,8829,8700,1,0,44,0,0,0,104,14,12,0,72,17,0,0,0,0,0,0,1,1.7000000000000002,1.1,180.7,337.3,413.70000000000005,162.2,268.9,245.10000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doinb,1,2,1,12,2,1,1,39,0,0,0,0,0,11760,2021,5638,4099,0,4696,1458,2868,370,959,1,8527,602,602,15,21,7866,2468,5146,252,4525,4275,0,0,17,0,0,0,66,9,7,0,12,0,0,0,0,0,0,1,1.2000000000000002,NaN,277.7,NaN,223.1,NaN,34.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FA Ghost,1,8,0,8,8,2,1,1026,2,0,0,0,0,70855,2331,68108,416,0,14985,1039,13530,416,579,1,3681,5424,5329,10,1,5543,2506,2945,92,8888,6525,3,0,150,4,4,0,11,12,3,0,7,2,0,0,0,1,0,1,9.1,NaN,459.5,NaN,276.5,NaN,15.279999999999944,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doinb,1,4,4,20,3,1,1,448,0,0,0,0,0,38573,28304,5445,4823,0,9733,7561,1502,670,7330,5,6855,3624,2051,80,36,15924,7705,7744,474,9552,7925,2,0,43,0,0,0,411,15,9,0,44,10,0,0,0,0,0,1,1.5,1.1,NaN,293.6,389.7,NaN,172.9,307.8,NaN,15.399999999999991,65.44999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7 5,0,2,5,1,2,1,1,351,0,0,0,0,0,85739,15291,61034,9412,0,6029,708,4459,860,9747,12,7059,12501,0,17,7,17214,4694,11451,1068,6095,5825,0,0,8,93,62,11,203,10,4,0,4,4,0,0,0,0,NaN,0.6,NaN,328.1,NaN,244.5,NaN,-31.700000000000017,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SANDBOX TolanD,1,9,8,22,2,2,3,223,1,0,0,0,0,127974,2466,123667,1840,1010,33181,833,31631,716,1209,4,9886,17084,10690,29,10,15223,9311,5509,402,13154,11725,5,0,154,17,9,4,135,14,3,0,10,7,0,0,0,1,0,1,6.3,6.3,NaN,286.9,557.9000000000001,NaN,301,628.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doinb,1,7,7,16,2,1,2,340,0,0,0,0,0,46220,959,30442,14819,0,12425,806,7936,3681,2018,1,26720,8046,5072,78,26,24771,4259,15320,5191,9229,8000,3,0,58,0,0,0,80,12,8,0,27,24,0,0,0,0,0,1,1.5,2.6,NaN,292.5,404,NaN,243.4,390.4,NaN,46.35000000000001,165.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN
리그오브래전드ll,1,5,3,18,3,1,2,542,0,0,0,0,0,13988,8598,3835,1554,0,9186,4994,2702,1490,2845,5,4201,849,589,41,26,9166,2333,5767,1065,7424,7400,0,0,10,0,0,0,147,11,6,0,27,6,0,0,0,0,NaN,0.30000000000000004,0.7,NaN,223.5,553.7,NaN,162.5,523.1,NaN,-12.950000000000003,272.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN
미숙하지않게,1,7,3,10,3,2,2,658,1,0,0,0,0,130817,14171,113446,3200,0,16819,6612,10206,0,8474,1,18471,11224,2958,14,18,28489,8119,18455,1914,12196,11258,0,1,188,8,1,0,55,15,0,0,6,2,0,0,0,0,1,0,7.9,8.2,NaN,506.7,528.4,NaN,352.1,476.1,NaN,67,-48.30000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RsF pi9,0,10,3,4,9,3,1,1279,1,1,0,0,0,183766,228,179853,3684,0,22061,228,18438,3394,6720,1,20400,14165,7530,18,17,23897,6659,15656,1581,13772,12983,3,0,214,28,12,0,118,15,2,0,7,4,0,0,0,0,0,0,7.699999999999999,8.3,NaN,481.4,521.3,NaN,336.3,606.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doinb,1,1,0,5,0,1,0,0,0,0,0,0,0,55020,0,40994,14026,0,6824,0,5645,1178,1483,1,9044,3080,3080,12,16,10737,5738,4923,76,6138,5400,1,0,101,0,0,0,150,10,2,0,6,0,0,0,1,0,NaN,6,NaN,399.7,NaN,259,NaN,16.24000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Why N0T,1,9,3,6,3,1,3,620,0,0,0,0,0,106196,87037,19159,0,0,18199,14438,3760,0,7361,1,9265,1206,579,25,3,20993,8906,11631,455,11098,11000,0,0,157,2,0,1,88,15,4,0,8,4,0,0,0,0,0,0,7.4,6.699999999999999,NaN,452.5,481.4,NaN,346,435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dantal1aN,0,0,7,5,0,0,0,590,0,0,0,0,0,96935,59919,29084,7931,0,6535,4313,1310,912,5830,1,8997,8410,0,21,16,21575,7077,13620,878,6862,6625,0,0,21,83,78,0,92,11,9,0,7,4,0,0,0,0,0,0,0.2,0.6000000000000001,NaN,237.6,397.9,NaN,206.7,248.5,NaN,-54.10000000000001,-188.20000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
전혀 희망 없어요,0,3,6,2,0,1,0,372,0,0,0,0,0,106818,14460,86874,5484,0,10682,3677,7004,0,4973,1,10695,3070,1209,14,10,19741,3547,13623,2571,8115,7658,0,0,168,2,1,0,60,13,2,0,8,2,0,0,0,0,0,0,5.7,9.8,NaN,401.4,589.4,NaN,248.8,436.2,NaN,-92.4,160.49999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Poison p,0,1,5,3,0,1,0,864,0,0,0,0,0,137942,108139,24933,4870,0,14528,11720,2807,0,5046,1,10995,985,985,30,4,21464,12653,8345,465,9792,9560,0,0,222,0,0,0,92,15,5,0,10,8,0,0,0,0,0,0,6.699999999999999,10.8,NaN,419.1,574.2,NaN,243.1,387.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
impupupu,0,1,6,4,0,1,0,553,0,0,0,0,0,107574,94818,12756,0,0,17489,16466,1022,0,3884,3,5334,3735,253,28,35,14859,6307,7926,626,8943,8475,0,0,180,3,1,0,234,13,7,0,13,6,0,0,0,0,0,0,5.699999999999999,7.8,NaN,256.1,411.4,NaN,236.8,343.5,NaN,-39.8,-50.10000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
madkoed,0,2,7,5,0,1,0,482,0,0,0,0,0,153567,960,148529,4077,678,15770,521,15090,158,417,1,9098,2693,1709,16,4,19440,8757,9579,1103,10520,10225,0,0,224,14,10,0,52,14,1,0,9,5,0,0,0,0,0,0,6.6,9.9,NaN,278.3,534.8,NaN,273.3,410.20000000000005,NaN,-16.900000000000006,-13.800000000000011,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doinb,0,0,14,9,0,0,0,256,0,0,0,0,0,25440,0,22907,2533,267,9923,0,9923,0,5420,5,10200,636,636,75,58,23663,9953,12283,1426,7447,6805,0,0,40,1,0,0,164,12,5,0,24,21,0,0,0,1,0,0,1.1,1.4,NaN,274.8,264.6,NaN,210.8,268.1,NaN,-4.1000000000000085,-163.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
임기한,0,1,6,2,0,1,0,579,0,0,0,0,0,97363,0,96937,426,531,8357,0,7953,404,1779,1,9049,0,0,36,2,16952,7528,8979,444,7882,7425,0,0,178,3,0,0,137,13,6,0,18,8,0,0,0,0,NaN,7.300000000000001,5.9,NaN,424.70000000000005,365.3,NaN,241.10000000000002,295.29999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7 5,1,1,5,12,0,1,0,1044,0,0,0,0,0,184927,4880,179018,1030,844,15395,1599,13744,52,3039,2,9221,2500,1622,25,9,23696,6657,15058,1980,12791,12300,1,0,236,28,25,2,182,16,4,0,14,9,0,0,0,0,0,0,7,8,5.8,324.2,503.5,409.9,259.3,442.2,319.29999999999995,-68.85000000000004,-3.450000000000017,-123.10000000000002,NaN,NaN,NaN,NaN,NaN,NaN
T1 BurdoI,0,2,4,2,2,1,1,1086,0,0,0,0,0,80664,3797,75297,1570,0,11465,1473,9992,0,1217,1,8441,1715,933,14,1,13835,6252,6934,648,7853,7750,0,0,178,0,0,0,22,12,4,0,11,3,0,0,0,0,NaN,8.3,8.2,NaN,492.70000000000005,443.79999999999995,NaN,312.9,358.3,NaN,132.70000000000002,-57.00000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Runaway Crush,0,0,5,1,0,0,0,339,0,0,0,0,0,43214,4064,38756,394,0,6504,1612,4498,394,659,1,3930,520,0,3,5,9748,3277,5371,1099,4380,3850,0,0,107,0,0,0,39,10,2,0,4,0,0,0,0,0,NaN,7.5,NaN,425.7,NaN,244.5,NaN,-39.98000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KT SoHwan,0,4,6,4,2,2,1,665,1,0,0,0,0,199717,6175,185411,8131,548,23221,1537,21240,444,2270,1,16308,11113,8570,45,5,21169,11091,9285,792,13938,17875,2,0,256,19,7,8,98,16,5,0,15,15,0,0,0,1,NaN,8.2,9.3,7.8,489.9,515.6,503.20000000000005,330.2,503.4,490.70000000000005,118,92.4,34.50000000000003,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Ruler,1,9,5,6,5,3,2,696,1,1,0,0,0,177505,1309,171699,4496,821,21431,671,20234,526,1492,3,10771,24033,8818,41,16,11961,5834,5780,345,13865,12725,3,0,234,12,8,4,135,14,5,0,14,15,0,0,0,0,0,1,6.6,10.3,NaN,320.70000000000005,527.7,NaN,331.6,549.3,NaN,-2.249999999999986,77.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 BurdoI,1,14,2,10,7,3,3,1170,4,2,0,0,0,216138,8269,198583,9285,979,26322,4989,17742,3589,5786,1,12069,14244,9560,24,13,19652,7402,11569,680,14619,12933,2,0,181,17,9,3,289,16,4,0,11,2,0,0,0,0,0,0,6.8999999999999995,7.5,NaN,462,645.5,NaN,297.9,698.2,NaN,58.69999999999999,262.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
칼과 창 방패,0,0,5,1,0,0,0,360,0,0,0,0,0,52399,11743,38959,1695,0,4011,2682,1329,0,3104,1,5966,2049,0,10,10,10908,4294,6358,256,5512,4700,0,0,112,0,0,0,49,11,1,0,5,1,0,0,0,0,NaN,3.9,5.9,NaN,305.3,401.29999999999995,NaN,198.29999999999998,254.5,NaN,-145,-68.20000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Goldguns,1,5,5,2,3,2,1,450,1,0,0,0,0,100799,91499,6915,2385,0,13131,12198,932,0,3366,1,5360,1430,1430,12,14,12619,4155,7833,630,7658,6775,0,0,156,9,4,5,48,12,3,0,7,1,0,0,0,0,0,0,8.4,NaN,448.4,NaN,311.1,NaN,108.17999999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 BurdoI,1,5,4,11,3,2,2,748,1,0,0,0,0,250093,13220,236288,584,632,28828,2457,26207,164,4245,1,20320,21996,5515,55,3,23526,12930,10065,530,15759,16275,1,0,240,41,24,0,49,18,9,0,22,10,0,0,0,0,0,0,6.8,8.3,3.9,392.4,595.3,464.40000000000003,286.2,490.59999999999997,378.9,4.5,176.40000000000003,169.00000000000006,NaN,NaN,NaN,NaN,NaN,NaN
