summonerName,win,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,creepsPerMinDeltas0-10,creepsPerMinDeltas10-20,creepsPerMinDeltas20-30,xpPerMinDeltas0-10,xpPerMinDeltas10-20,xpPerMinDeltas20-30,goldPerMinDeltas0-10,goldPerMinDeltas10-20,goldPerMinDeltas20-30,xpDiffPerMinDeltas0-10,xpDiffPerMinDeltas10-20,xpDiffPerMinDeltas20-30,damageTakenPerMinsDeltas0-10,damageTakenPerMinsDeltas10-20,damageTakenPerMinsDeltas20-30,damageTakenDiffPerMinsDeltas0-10,damageTakenDiffPerMinsDeltas10-20,damageTakenDiffPerMinsDeltas20-30
코 태,0,3,6,7,0,1,0,587,0,0,0,0,0,32220,4124,19438,8657,0,12301,2549,8225,1526,5876,5,38647,2976,252,89,44,27779,10123,14501,3154,8324,8000,0,0,37,0,0,0,181,13,18,0,58,8,0,0,0,0,0,0,1.7,1.6,0.30000000000000004,280.2,316,296.70000000000005,225.2,286.9,204.10000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zenit,0,1,1,0,0,1,0,174,0,0,0,0,0,3616,42,3574,0,0,1442,42,1400,0,0,0,428,0,0,0,0,1428,69,1359,0,1152,500,0,0,10,0,0,0,0,2,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Bonnie,1,8,0,12,8,2,1,0,1,0,0,0,0,199341,49933,115476,33931,0,17033,1781,11690,3560,10211,1,35179,31080,3535,45,27,28396,6058,20539,1799,14367,13183,3,1,98,133,86,10,302,16,8,0,10,12,0,0,1,0,0,0,1,3.9000000000000004,NaN,385.1,576,NaN,301.5,524.6,NaN,123.4,226,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,0,4,8,5,0,1,0,354,0,0,0,0,0,24888,13639,3634,7614,0,8222,5480,1496,1244,2572,6,6277,1046,330,47,35,15894,9812,5509,572,7110,6800,0,0,30,0,0,0,281,11,8,0,34,4,0,0,0,0,0,0,1.3,1.1,NaN,283,420.4,NaN,212.5,280.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
밀레니엄베이베,1,14,4,10,6,2,2,505,4,0,0,0,0,89556,1470,86258,1827,613,26358,1321,24395,641,2226,1,7333,11185,11185,26,33,15028,3594,11414,20,11970,11625,4,0,132,0,0,0,265,12,5,0,9,5,1,0,1,0,0,1,6.3,6.5,NaN,301,529.2,NaN,387,671.9,NaN,119.50000000000001,101,NaN,NaN,NaN,NaN,NaN,NaN,NaN
엉덩국 갱승제로,0,4,5,6,0,1,0,928,0,0,0,0,0,183846,3492,177155,3198,681,16447,991,14484,972,1344,3,8107,9323,1504,20,17,18609,6035,10801,1772,12058,11325,0,0,228,38,31,0,122,14,1,0,10,1,1,0,0,0,0,0,7.6,9,6.2,274.7,421,500.2,323,405.5,421.5,-10.5,-42.35000000000002,-173.04999999999998,NaN,NaN,NaN,NaN,NaN,NaN
2l3204284vu0 ,1,11,4,3,8,3,2,575,1,1,0,0,0,194881,165183,20472,9226,0,24627,22237,2193,196,10329,1,30886,22576,8483,12,5,31529,10220,19244,2063,15192,14250,4,1,219,24,4,4,43,16,4,0,5,2,0,0,0,0,0,0,7.5,9.899999999999999,3.9,446,637.5999999999999,519.5,268.79999999999995,649.7,499.59999999999997,47.79999999999998,156.39999999999998,112.19999999999996,NaN,NaN,NaN,NaN,NaN,NaN
SRB Harp,0,3,8,9,2,2,1,455,1,0,0,0,0,30020,12358,4411,13251,0,10639,6827,1419,2392,3609,3,17775,572,572,64,49,20513,8555,10456,1500,8233,8275,0,0,25,0,0,0,196,12,17,0,42,5,0,0,0,0,0,0,1.2,0.9,0.4,249.5,238.6,328.4,194.39999999999998,242.1,278,-32.300000000000026,-82.95000000000002,-96.5,NaN,NaN,NaN,NaN,NaN,NaN
znhy,1,4,2,12,2,1,2,554,0,0,0,0,0,101244,85085,15093,1066,0,15488,12577,2347,564,2021,1,6520,1927,1875,14,36,12472,5655,6124,692,9276,8250,2,0,181,4,4,0,207,13,4,0,9,1,0,0,0,0,0,0,9.3,8.8,NaN,488.7,553.1,NaN,360.5,508.1,NaN,-3.3999999999999773,78.39999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
나는대포너는머포,0,1,6,11,0,1,0,1308,0,0,0,0,0,67782,1657,66001,124,370,19508,617,18819,72,13363,5,11458,3356,2449,89,45,20359,8562,11570,226,9031,8935,0,0,79,5,4,0,186,12,7,0,34,23,0,0,0,0,0,0,0.2,3.6,4.1,293.4,384.4,305.6,219.7,337.8,285.9,21.349999999999966,88.6,-352.35,NaN,NaN,NaN,NaN,NaN,NaN
불다이아,0,0,7,3,0,0,0,448,0,0,0,0,0,55361,138,53552,1670,0,6321,138,6053,130,1220,1,6254,0,0,5,14,15911,5135,9753,1021,5850,5550,0,0,125,4,4,0,67,11,0,0,4,1,0,0,0,0,0,0,6.800000000000001,5.699999999999999,NaN,409.29999999999995,413.3,NaN,238,278.20000000000005,NaN,-120.1,-243.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2l3204284vu0 ,0,1,7,2,0,1,0,250,0,0,0,0,0,24586,1188,23397,0,0,7059,819,6239,0,584,1,6305,0,0,5,20,10597,1179,8109,1307,4956,3400,0,0,75,0,0,0,159,9,0,0,4,0,0,0,0,0,NaN,4.6,NaN,323.7,NaN,204.4,NaN,-60.94000000000008,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DRX Deft,1,6,5,21,3,2,2,597,1,0,0,0,0,173827,1078,164930,7818,524,23952,1078,22363,510,2848,4,12443,15323,1860,35,22,18090,7645,8987,1457,13122,10500,3,1,225,20,13,0,461,15,3,0,11,6,0,0,0,0,1,0,8.100000000000001,8.8,NaN,336.8,587.5,NaN,326.4,483.9,NaN,-20.10000000000001,-12.499999999999972,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Ruler,0,10,7,5,6,3,2,452,1,1,0,0,0,244850,7266,236349,1234,954,32382,2057,29678,646,3023,2,20605,15994,5406,22,7,22207,6255,14396,1554,16484,16630,3,0,276,18,14,4,67,16,4,0,10,12,0,0,0,0,0,0,6.6,8.9,8.3,274.9,494.5,637.8,237.29999999999998,476.1,692.4000000000001,-53.150000000000006,13.149999999999977,-16.25,NaN,NaN,NaN,NaN,NaN,NaN
2l3204284vu0 ,1,3,6,7,0,1,0,408,0,0,0,0,0,98339,0,83449,14889,0,13446,0,12007,1438,1377,1,17694,11818,3479,15,24,22133,8315,13345,473,9205,7883,2,0,141,12,5,1,165,14,1,0,8,2,0,0,0,0,NaN,6.6,7.4,NaN,474.2,459.6,NaN,321.1,383.8,NaN,88.6,-104.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KkOma19,1,18,0,12,18,2,1,1388,1,0,0,0,0,105257,87830,10987,6438,0,38789,31377,3917,3495,3609,8,5821,2874,2171,27,18,13613,4439,8173,1000,13037,10500,1,2,124,20,4,8,142,14,4,0,7,3,0,0,1,0,1,0,7.1,4.5,NaN,518.4,503.2,NaN,446,557.3,NaN,188.7,113.69999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KkOma19,1,7,2,2,3,2,2,432,1,0,0,0,0,97386,9045,78476,9864,0,13136,4061,8671,404,5156,1,6395,967,967,8,8,12903,9584,3173,145,8422,8308,0,0,152,3,3,0,25,12,2,0,7,0,0,0,0,0,NaN,8.6,NaN,496.1,NaN,375.90000000000003,NaN,32.76000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Roach,0,7,2,6,4,2,2,1617,1,0,0,0,0,148154,0,125336,22818,0,14664,0,12104,2559,5334,1,37498,13859,10932,42,25,28269,11257,16213,798,15034,13888,2,0,219,17,1,13,200,16,1,0,11,20,0,0,0,0,0,0,8.5,8.600000000000001,4.8,457.9,568.2,489.9,380.4,489.29999999999995,445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
하 퀸,0,0,2,2,0,0,0,578,0,0,0,0,0,37882,30,34221,3630,0,4208,0,2975,1233,209,1,6545,115,0,10,4,9489,3157,6034,298,4886,4683,0,0,112,0,0,0,31,10,0,0,4,3,0,0,0,0,NaN,7.8,NaN,453.20000000000005,NaN,281.7,NaN,-31.059999999999945,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,1,6,2,7,5,1,1,606,0,0,0,0,0,37291,1558,21195,14537,0,11141,1121,6365,3653,311,1,15386,4385,1834,44,18,12420,5560,6718,141,6964,6670,1,0,41,4,0,0,64,11,2,0,17,14,0,0,0,0,NaN,2.0999999999999996,2,NaN,246.2,380.9,NaN,227.5,384,NaN,10.049999999999983,114.79999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Ruler,1,12,6,11,3,2,4,573,2,0,0,0,0,204811,3958,197640,3212,1102,37368,1379,34641,1346,5626,3,19080,17992,10879,49,22,22372,8504,11519,2349,14981,13075,4,1,234,24,12,4,179,14,3,0,8,13,0,0,0,0,1,0,7.9,9.8,NaN,362.6,494.1,NaN,367.3,586.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
아름답고 슬픈 꽃,1,2,0,14,2,1,1,0,0,0,0,0,0,14773,11401,2912,460,0,7377,5708,1209,460,6029,5,2792,2138,1764,70,22,4162,1967,2087,108,7121,5850,0,0,7,0,0,0,90,12,12,0,46,6,0,0,0,0,0,1,0,0.5,NaN,305.1,353.70000000000005,NaN,175.8,312.79999999999995,NaN,35.89999999999996,143.85000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Ruler,1,11,6,4,3,2,4,460,1,0,0,0,0,333937,6070,320585,7282,1127,41604,2192,37376,2036,4845,3,33256,10894,10894,75,25,23869,11058,12293,518,19989,17500,5,3,318,59,28,27,328,17,4,0,13,22,0,0,0,0,1,0,6.7,11.399999999999999,6,244.89999999999998,679.0999999999999,453.8,272.20000000000005,623.7,525.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
호잇이,1,10,1,15,7,2,2,1125,2,0,0,0,0,97024,371,89547,7105,420,22307,283,22024,0,11371,5,5637,8841,7085,16,35,11496,4465,6937,94,10669,9025,5,0,128,8,4,4,170,12,1,0,8,3,0,0,0,1,0,1,5.6,6.4,NaN,349.8,480.6,NaN,356.7,524.5,NaN,65.69999999999999,76.65000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Bonnie,1,5,2,14,5,1,1,1262,0,0,0,0,0,158741,116140,31270,11331,0,17175,13848,1577,1750,16145,1,21143,26994,477,50,26,26997,7513,19097,386,11356,11345,1,0,22,130,69,23,420,16,10,0,18,10,0,0,0,0,0,0,0.1,1.1,0.5,299.3,559.7,556.5,234.1,454.5,336.3,-11.199999999999989,36.79999999999998,16.099999999999994,NaN,NaN,NaN,NaN,NaN,NaN
울부짖는마오카이,0,3,8,5,2,1,1,627,0,0,0,0,0,121587,93867,19946,7774,0,19596,16803,2098,694,11015,1,35773,4558,757,14,60,35148,13905,17539,3703,10355,10225,0,0,175,3,3,0,488,14,4,0,10,1,0,0,0,0,0,0,6,8.3,NaN,346.5,549.6,NaN,239.39999999999998,472,NaN,26.649999999999977,156.45000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hy2rwt,1,7,2,10,3,2,3,707,1,0,0,0,0,94101,81503,10229,2368,0,21256,20056,649,550,2223,1,9836,4033,1237,13,14,11250,4701,6473,75,9414,8475,1,0,137,8,0,1,134,13,1,0,6,1,0,0,0,0,0,1,8,5.6,NaN,515.4,542.9,NaN,312.7,477.3,NaN,35,171.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hy2rwt,1,5,1,4,3,2,2,798,1,0,0,0,0,69243,57757,8424,3061,0,9345,8258,926,160,781,1,2072,354,224,12,21,4922,2333,2489,100,7273,5860,0,0,136,4,4,0,199,12,2,0,7,1,0,0,0,0,NaN,8.3,NaN,514,NaN,381,NaN,52.180000000000035,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Ruler,1,8,1,6,8,2,1,295,3,0,0,0,0,102346,1477,98392,2476,1567,14798,1109,13129,559,1339,2,6078,11346,7916,27,12,7729,1141,6325,262,11281,9750,1,0,191,12,8,4,74,12,4,0,8,9,0,0,0,0,0,0,7.9,11.2,NaN,316.8,583.4000000000001,NaN,348.8,728.8,NaN,-0.30000000000001137,161.65000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,0,5,7,9,2,1,1,515,0,0,0,0,0,36315,27378,2280,6656,0,16126,15176,108,841,454,1,10599,2378,229,97,18,20655,5310,14865,480,8979,8500,0,0,39,0,0,0,161,13,14,0,64,13,0,0,0,0,0,0,1.7000000000000002,0.7,1.4,302.4,259.3,393,204.2,301,260.5,16.299999999999983,-64.15000000000003,-13.100000000000023,NaN,NaN,NaN,NaN,NaN,NaN
내가잘했네,0,1,5,1,0,1,0,675,0,0,0,0,0,88870,77993,10701,175,0,10692,9753,764,175,1750,1,9093,1894,1894,11,17,15949,8032,7348,569,6933,6600,0,0,161,12,8,4,199,12,2,0,4,2,0,0,0,0,0,0,7.7,NaN,469.4,NaN,262.4,NaN,-56.18000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Clever7,0,4,5,4,2,2,2,376,1,0,0,0,0,118557,17196,90811,10549,0,19519,6661,12339,518,605,1,5079,2340,600,13,3,11908,3768,7822,318,9529,8558,0,0,181,7,7,0,58,12,1,0,9,2,0,0,0,0,NaN,6.9,9,NaN,342.8,446.4,NaN,346.4,440.79999999999995,NaN,60.099999999999994,-109.95000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JustLikeThatKR,1,9,3,9,8,2,1,1255,1,0,0,0,0,140173,116488,14786,8898,0,19653,17455,580,1617,8300,1,9940,26977,1156,46,13,18609,5026,13286,296,12228,10385,0,0,43,108,46,21,389,15,5,0,16,4,0,0,0,1,0,0,1.6,1.7000000000000002,NaN,419.6,506.70000000000005,NaN,431.6,459.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,0,2,4,2,0,1,0,821,0,0,0,0,0,62979,22890,39878,210,0,7595,3439,3946,210,831,1,25253,813,613,9,23,18036,1578,15903,554,6629,6475,0,0,133,0,0,0,371,12,1,0,7,0,0,0,0,0,0,0,6.1,7,NaN,463.1,496.9,NaN,273,316.6,NaN,41.14999999999992,-15.650000000000091,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GimGoon,0,9,4,14,4,2,3,886,1,0,0,0,0,40633,1224,30340,9069,0,14938,1000,11059,2878,5526,5,15416,4478,4478,106,41,18887,3730,13877,1280,13820,12425,2,0,56,2,0,0,127,14,18,0,59,23,0,0,0,0,0,0,1.2999999999999998,1.6,1.9000000000000001,316.6,341.3,363.9,265.9,385,395.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN SamD,1,9,3,7,4,1,2,614,0,0,0,0,0,131466,2719,120183,8563,1567,19056,1027,17557,472,1581,3,8957,8740,3125,25,8,12313,2809,9219,284,12747,11025,1,0,201,14,13,0,172,14,3,0,10,12,0,0,0,0,0,1,6.6,9.8,NaN,345.70000000000005,554.1,NaN,317,615.6,NaN,-0.1999999999999602,92.54999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,1,7,3,3,4,1,1,816,0,0,0,0,0,158918,993,155623,2302,1001,14007,206,13397,404,214,1,9673,6962,6962,21,4,10970,5860,4994,116,12001,10800,2,0,218,32,24,4,106,13,4,0,11,8,0,0,0,1,NaN,9.9,9.7,NaN,367.3,481.7,NaN,399.79999999999995,605.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,1,2,2,9,0,1,0,900,0,0,0,0,0,141299,0,139635,1664,0,17333,0,17309,24,13012,1,22612,4580,2830,28,18,29429,5137,19585,4706,11614,10575,1,0,213,9,9,0,217,17,2,0,11,2,0,0,0,0,0,0,7.5,7.8999999999999995,5.8,461.5,520.5,676.0999999999999,267.5,369.4,443.29999999999995,32.49999999999997,-70.99999999999997,247.59999999999997,NaN,NaN,NaN,NaN,NaN,NaN
하나의 풍경,1,7,4,19,4,3,1,392,1,1,0,0,0,21995,6484,8825,6684,0,6685,3392,2775,518,1895,5,13466,5128,1662,28,17,11110,2171,8085,853,7879,6275,0,0,28,0,0,0,53,11,7,0,16,5,1,0,0,0,0,1,1.1,1.5,NaN,274.29999999999995,406.3,NaN,307.5,372.2,NaN,49.00000000000003,101.59999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SANDBOX GorillA,0,1,6,7,0,1,0,452,0,0,0,0,0,19060,7267,5459,6332,0,4832,3578,1219,35,294,2,15622,283,195,42,37,11375,1390,7734,2250,5682,5700,0,0,22,0,0,0,195,9,9,0,26,5,0,0,0,0,0,0,1.1,0.8,NaN,259.2,268.7,NaN,180.5,289.2,NaN,-21.500000000000014,-156.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Clid,1,4,3,8,3,1,1,526,0,0,0,0,0,194042,38627,146687,8727,0,13447,1114,11844,488,10503,1,32423,24207,4314,43,19,34613,7208,26132,1272,11967,9900,2,0,32,156,122,0,505,15,7,0,18,12,0,0,0,0,0,1,0.4,0.4,1.5,285.70000000000005,378.4,418.1,254.9,298.4,386.9,-45.39999999999998,-20.899999999999977,-35.20000000000002,NaN,NaN,NaN,NaN,NaN,NaN
코도코도,1,3,2,3,2,1,1,982,0,0,0,0,0,134364,0,108600,25763,0,13331,0,10464,2866,3357,1,20767,6886,2388,24,23,20110,6643,13139,327,10808,9900,0,1,213,12,4,3,320,15,2,0,9,6,0,0,0,0,0,0,8.1,10.2,NaN,459.8,541.4000000000001,NaN,309,397.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kingen,1,8,3,13,3,2,3,701,1,0,0,0,0,84364,1662,82299,402,0,16778,658,15910,210,3499,1,11212,4090,4090,14,27,16731,4231,11335,1163,11141,9250,1,0,119,12,0,4,231,14,2,0,9,0,0,0,1,0,0,0,8.3,3.4,NaN,508.70000000000005,449.9,NaN,471.2,393.3,NaN,122.00000000000003,-126,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FA Mightybear,0,7,4,4,5,1,1,925,0,0,0,0,0,124112,27622,80807,15682,0,12855,492,8027,4335,7567,1,17346,3820,0,16,13,23395,6547,16005,842,9894,9825,0,0,32,111,91,3,599,12,5,0,5,3,0,0,0,0,NaN,0.7,2.2,NaN,403.5,549.4,NaN,334.4,530.5999999999999,NaN,114.3,-41.099999999999994,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gen G Bonnie,1,12,2,8,6,3,3,715,2,1,0,0,0,176766,125658,38278,12830,0,21948,17383,2912,1653,10122,1,11242,41453,3756,36,17,20140,6445,13191,503,14192,11850,3,0,34,138,73,17,218,16,6,0,10,4,0,0,1,0,0,1,1,1.3,NaN,365.20000000000005,675.0999999999999,NaN,325.5,606.7,NaN,77.70000000000002,188.59999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,1,5,2,11,4,1,1,245,0,0,0,0,0,28451,0,26851,1600,367,13125,0,13125,0,4605,5,3111,4412,4158,23,37,6032,2200,3783,48,7681,6050,1,0,18,4,0,0,115,10,2,0,12,8,0,0,0,1,0,1,0.8,NaN,303.9,NaN,269.1,NaN,29.140000000000015,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HLE Lava,0,5,9,3,0,1,0,545,0,0,0,0,0,138804,5021,102826,30956,383,20671,927,12521,7222,3188,3,11043,12153,1814,15,10,21733,5315,15498,920,11418,11250,1,0,188,14,12,2,42,14,1,0,8,3,0,0,0,0,0,0,8.5,6.2,2.3,447.3,416.6,229.3,329.5,413.09999999999997,263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
가루눈 OwO,0,2,3,1,0,1,0,483,0,0,0,0,0,127648,1041,116781,9825,0,10672,1041,9630,0,3984,1,10365,2905,1268,17,14,16924,8962,7855,106,8663,7850,0,0,211,8,1,0,33,13,3,0,7,3,0,0,0,0,NaN,9.2,10.6,NaN,460.70000000000005,594.1,NaN,314.8,448,NaN,-18.99999999999997,22.19999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
znhy,0,5,7,6,0,1,0,563,0,0,0,0,0,219750,192645,24385,2720,646,29908,27537,2370,0,3183,1,14561,15981,5556,38,0,28820,12017,15864,938,14737,13908,2,0,242,25,6,13,25,17,3,0,12,6,0,0,1,0,0,0,8.8,7.4,8,506.4,560.7,684.6,336.4,443.20000000000005,602.7,136.20000000000002,87.49999999999997,116.80000000000004,NaN,NaN,NaN,NaN,NaN,NaN
감자티깅,1,8,3,6,3,2,2,537,2,0,0,0,0,146297,113091,18378,14827,0,14560,11926,1507,1126,10950,1,8232,31898,759,28,12,20614,4317,16048,248,10421,8750,0,0,38,118,79,14,403,14,2,0,9,5,0,0,0,0,0,1,1.1,1.3,NaN,328.5,593.5,NaN,293.1,463.8,NaN,41.7,219.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
socutezz,1,3,2,3,2,1,1,1196,0,0,0,0,0,111190,0,106630,4560,0,13098,0,13098,0,8638,1,12103,3045,2713,20,20,16869,7861,6260,2747,10473,10325,1,0,195,12,4,0,160,15,1,0,8,4,0,0,0,0,0,0,7.3,9.4,NaN,476.4,569.9000000000001,NaN,272.2,496.6,NaN,14.399999999999949,118.50000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN
맥도란드표식도둑,0,0,5,0,0,0,0,372,0,0,0,0,0,49921,39790,7291,2840,0,6088,5868,219,0,394,1,2667,999,999,7,5,7514,2003,5274,236,4685,4525,0,0,112,0,0,0,104,9,1,0,5,1,0,0,0,0,NaN,7.7,NaN,375.3,NaN,260.4,NaN,-61.91999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,1,2,3,21,0,1,0,541,0,0,0,0,0,33077,31553,1487,36,0,21104,19714,1353,36,21726,5,5351,3220,1047,56,30,6880,2104,4557,218,8777,8125,0,0,7,0,0,0,82,15,7,0,38,2,0,0,0,0,0,1,0.1,0.1,0.5,258.6,491.3,544.7,195.1,297.4,302.4,-55.299999999999955,78.6,164.15000000000003,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,0,4,8,11,3,1,1,460,0,0,0,0,0,43749,590,28163,14996,0,13881,590,6624,6666,2740,1,47212,7066,3838,92,43,29952,8128,20174,1649,9934,9550,2,0,51,0,0,0,144,13,10,0,44,17,0,0,1,0,0,1,2,2.2,0.8999999999999999,265,299.4,405.5,267,318.1,298.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,1,2,3,13,2,1,1,917,0,0,0,0,0,17661,6114,5048,6498,0,4896,2727,1297,871,553,1,12797,1112,1112,74,38,12286,1423,10124,739,6655,6275,0,0,30,0,0,0,70,10,9,0,39,9,0,0,0,0,0,0,1.3,1.2,NaN,291.8,207.3,NaN,215.7,241.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,0,7,8,4,2,1,1,522,0,0,0,0,0,239078,4536,225240,9301,1140,26862,594,25736,532,3190,3,18156,12618,3077,48,16,20958,11798,8720,439,15472,15275,0,0,255,54,39,4,221,15,9,0,18,11,0,0,0,0,0,0,8.5,9.2,6.1,338.79999999999995,548.1,390,393.3,463,520.1,4.299999999999969,9.750000000000028,-414.15,NaN,NaN,NaN,NaN,NaN,NaN
T1 Gumayusi,1,8,2,8,8,2,1,263,2,0,0,0,0,155481,6476,147654,1350,956,16950,1836,14484,630,1910,3,8415,8221,7133,21,14,9343,1948,7206,188,12185,9725,1,0,224,20,9,8,89,14,2,0,8,7,0,0,0,0,0,1,7.800000000000001,12.7,NaN,343.6,798.9,NaN,265,691.7,NaN,-23.499999999999986,299.59999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
담원 하리보,0,1,16,4,0,1,0,234,0,0,0,0,0,129972,0,128372,1600,0,25024,0,25024,0,13332,1,37558,1169,1169,26,35,51281,8563,32820,9897,10308,9850,0,0,192,1,1,0,196,15,4,0,16,2,0,0,0,0,0,0,6.6,6.7,5,407,430.70000000000005,378,234.6,409.9,254.1,-140.79999999999998,-196.1,-297.2,NaN,NaN,NaN,NaN,NaN,NaN
아름답고 슬픈 꽃,1,1,4,17,0,1,0,349,0,0,0,0,0,19943,11178,5644,3120,0,4671,2845,1594,232,4339,5,4968,1355,1355,47,18,8292,1873,6190,228,6140,4500,0,0,36,0,0,0,115,10,8,0,29,11,0,0,0,0,0,1,1.1,NaN,217.4,NaN,205.5,NaN,82.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
이주한1,0,3,3,10,3,1,1,1051,0,0,0,0,0,151756,106655,28910,16190,0,10685,9024,823,837,13730,1,15340,32280,260,38,14,25614,7177,18063,374,9793,8225,1,0,36,128,89,4,361,13,5,0,16,8,0,0,0,1,0,0,1,1.6,NaN,393.5,562.4,NaN,317.9,473.2,NaN,25.99999999999997,172.29999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN
T1 Canna,1,8,4,1,4,1,3,349,0,0,0,0,0,124900,116573,8327,0,0,13804,13529,274,0,8965,1,8298,13375,1387,21,12,19819,7779,11513,526,12175,10900,0,0,204,16,0,8,289,16,6,0,15,7,0,0,0,0,NaN,6.7,8.9,NaN,406.4,563.7,NaN,293,408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Load Camelot,0,2,9,4,2,1,1,392,0,0,0,0,0,140554,99547,21346,19660,0,17645,14806,2838,0,2295,1,35371,4456,706,22,7,25456,8710,16043,702,9049,8060,0,0,152,8,5,0,43,13,1,0,10,3,0,0,0,0,0,0,6.3,5.4,NaN,400.1,424.09999999999997,NaN,233.6,446.9,NaN,-43.79999999999998,-83.80000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
곽보성김태민,0,1,6,1,0,1,0,325,0,0,0,0,0,18515,2802,8053,7659,0,4586,1617,2529,440,0,0,12850,59,59,35,27,14341,4513,9634,194,4723,4550,0,0,36,0,0,0,99,9,6,0,15,7,0,0,0,0,0,0,1.4,2.2,NaN,291.7,254,NaN,179.89999999999998,233.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
