summonerName,item0,item1,item2,item3,item4,item5,item6,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk1,statPerk2,championId,spell1Id,spell2Id,role,lane
Fenix,Pauldrons of Whiterock,Locket of the Iron Solari,Aegis of the Legion,Cloth Armor,Mercury's Treads,Knight's Vow,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,Conditioning,NaN,NaN,NaN,Revitalize,NaN,NaN,,SuddenImpact,NaN,,,ZombieWard,NaN,NaN,,NaN,NaN,NaN,NaN,Thresh,Flash,Ignite,DUO_SUPPORT,BOTTOM
Apollo,Doran's Blade,Essence Reaver,Infinity Edge,Rapid Firecannon,Berserker's Greaves,NaN,Stealth Ward,ArcaneComet,NaN,,,NullifyingOrb,NaN,,,Celerity,NaN,,,Scorch,NaN,,,CheapShot,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Miss Fortune,Flash,Heal,DUO_CARRY,BOTTOM
Apollo,Doran's Blade,Essence Reaver,B. F. Sword,Berserker's Greaves,NaN,NaN,Stealth Ward,ArcaneComet,NaN,,,NullifyingOrb,NaN,,,Celerity,NaN,,,Scorch,NaN,,,CheapShot,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Miss Fortune,Flash,Heal,DUO_CARRY,BOTTOM
Hakuho,Doran's Ring,Refillable Potion,Sorcerer's Shoes,NaN,Amplifying Tome,Ruby Crystal,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Vel'Koz,Heal,Flash,DUO_SUPPORT,TOP
Hakuho,Stormrazor,Refillable Potion,Berserker's Greaves,Doran's Blade,Cloak of Agility,NaN,Stealth Ward,PressTheAttack,NaN,NaN,NaN,Triumph,NaN,NaN,,LegendAlacrity,,,,CoupDeGrace,NaN,,,AbsoluteFocus,NaN,NaN,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Caitlyn,Flash,Heal,DUO_SUPPORT,NONE
Moonblack,Frostfang,Zhonya's Hourglass,Boots,Lost Chapter,Health Potion,NaN,Oracle Lens,SummonAery,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Morgana,Flash,Exhaust,DUO_SUPPORT,NONE
Moonblack,Shard of True Ice,Liandry's Anguish,Rylai's Crystal Scepter,Mobility Boots,Needlessly Large Rod,Needlessly Large Rod,Oracle Lens,SummonAery,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Zyra,Flash,Ignite,DUO_SUPPORT,BOTTOM
Crash,Mercury's Treads,NaN,Abyssal Mask,Thornmail,Force of Nature,Giant's Belt,Stealth Ward,GraspOfTheUndying,NaN,NaN,,Demolish,NaN,,,SecondWind,NaN,,,Overgrowth,NaN,,,MagicalFootwear,NaN,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Ornn,Teleport,Flash,SOLO,TOP
Crash,Mercury's Treads,Ravenous Hydra,Goredrinker,Death's Dance,Serrated Dirk,Cloak of Agility,Oracle Lens,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Demolish,NaN,,,SecondWind,NaN,,,NaN,NaN,NaN,NaN,Rengar,Ignite,Flash,SOLO,TOP
Alex,NaN,Refillable Potion,Lich Bane,Blasting Wand,Amplifying Tome,Sorcerer's Shoes,Oracle Lens,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,AbsoluteFocus,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Evelynn,Flash,Smite,NONE,JUNGLE
Alex,Mercury's Treads,Black Cleaver,Corrupting Potion,Hexdrinker,Caulfield's Warhammer,NaN,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Jarvan IV,Flash,Teleport,SOLO,TOP
Bruce,Plated Steelcaps,Control Ward,Thornmail,NaN,NaN,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendBloodline,,,,CoupDeGrace,NaN,,,SuddenImpact,NaN,,,IngeniousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Lee Sin,Smite,Flash,NONE,JUNGLE
Bruce,NaN,NaN,Dead Man's Plate,Plated Steelcaps,NaN,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendBloodline,,,,CoupDeGrace,NaN,,,SuddenImpact,NaN,,,IngeniousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Lee Sin,Smite,Flash,NONE,JUNGLE
FallenBandit,Immortal Shieldbow,Infinity Edge,Essence Reaver,Caulfield's Warhammer,Executioner's Calling,Berserker's Greaves,Farsight Alteration,LethalTempo,NaN,NaN,,PresenceOfMind,NaN,,,LegendBloodline,NaN,,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Xayah,Heal,Flash,DUO_CARRY,BOTTOM
FallenBandit,Kraken Slayer,Caulfield's Warhammer,NaN,Sheen,Doran's Blade,Berserker's Greaves,Farsight Alteration,PressTheAttack,NaN,NaN,NaN,PresenceOfMind,NaN,,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Lucian,Heal,Flash,DUO_CARRY,BOTTOM
Wiggily,Gargoyle Stoneplate,Pauldrons of Whiterock,Control Ward,Zeke's Convergence,Mobility Boots,Knight's Vow,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,BiscuitDelivery,NaN,,,PerfectTiming,,,,NaN,NaN,NaN,NaN,Thresh,Ignite,Flash,DUO_SUPPORT,BOTTOM
Wiggily,Bulwark of the Mountain,Mobility Boots,Zeke's Convergence,Control Ward,Cloth Armor,Kindlegem,Oracle Lens,Aftershock,NaN,,,FontOfLife,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,CosmicInsight,,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Leona,Ignite,Flash,DUO_SUPPORT,BOTTOM
Asura,Riftmaker,Zhonya's Hourglass,Lich Bane,Sorcerer's Shoes,Void Staff,Giant's Belt,Poro-Snax,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Akali,Flash,Mark,DUO_SUPPORT,NONE
Asura,Null-Magic Mantle,Null-Magic Mantle,Null-Magic Mantle,Null-Magic Mantle,Null-Magic Mantle,Null-Magic Mantle,Poro-Snax,Electrocute,NaN,,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Ahri,Flash,Ignite,DUO_SUPPORT,NONE
SofM,Hextech Rocketbelt,Sorcerer's Shoes,Zhonya's Hourglass,NaN,Sheen,Ruby Crystal,Oracle Lens,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,SuddenImpact,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Sylas,Smite,Flash,NONE,JUNGLE
SofM,Zhonya's Hourglass,Sorcerer's Shoes,Lich Bane,NaN,NaN,NaN,Oracle Lens,Predator,NaN,,,CheapShot,NaN,,,EyeballCollection,NaN,,,IngeniousHunter,NaN,NaN,,PerfectTiming,,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Gragas,Smite,Flash,NONE,JUNGLE
Mala,Liandry's Anguish,Sorcerer's Shoes,Demonic Embrace,Rabadon's Deathcap,Void Staff,Oblivion Orb,Poro-Snax,DarkHarvest,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Shaco,Flash,Mark,SOLO,BOTTOM
Mala,Mercury's Treads,Goredrinker,Serrated Dirk,Maw of Malmortius,NaN,NaN,Poro-Snax,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Jarvan IV,Flash,Mark,DUO_SUPPORT,NONE
Maestro,Executioner's Calling,Refillable Potion,Caulfield's Warhammer,Eclipse,Boots of Swiftness,The Collector,Stealth Ward,FleetFootwork,NaN,,,Overheal,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,Transcendence,NaN,,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Senna,Flash,Smite,DUO_SUPPORT,NONE
Maestro,Immortal Shieldbow,Refillable Potion,Berserker's Greaves,Infinity Edge,Zeal,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,,,,CoupDeGrace,NaN,,,UltimateHunter,NaN,,,TasteOfBlood,NaN,,,NaN,NaN,NaN,NaN,Yasuo,Flash,Ignite,DUO,NONE
Flandre,Banshee's Veil,Doran's Ring,NaN,Amplifying Tome,Slightly Magical Footwear,Blasting Wand,Stealth Ward,SummonAery,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,MinionDematerializer,NaN,,,MagicalFootwear,NaN,NaN,,NaN,NaN,NaN,NaN,Orianna,Flash,Barrier,SOLO,TOP
Flandre,NaN,Zhonya's Hourglass,Sorcerer's Shoes,Blasting Wand,Rabadon's Deathcap,Doran's Ring,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,MinionDematerializer,NaN,,,MagicalFootwear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Lux,Flash,Barrier,SOLO,MIDDLE
Haro,NaN,Sorcerer's Shoes,NaN,Lost Chapter,Rabadon's Deathcap,NaN,Stealth Ward,ArcaneComet,NaN,,,NullifyingOrb,NaN,,,Transcendence,NaN,,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Ryze,Ignite,Flash,DUO_SUPPORT,NONE
Haro,Sorcerer's Shoes,Hextech Rocketbelt,Zhonya's Hourglass,Rylai's Crystal Scepter,NaN,NaN,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Conditioning,NaN,NaN,NaN,Overgrowth,NaN,,,NaN,NaN,NaN,NaN,Sona,Ignite,Flash,DUO_SUPPORT,NONE
Scout,Doran's Ring,Health Potion,NaN,Boots,NaN,NaN,Stealth Ward,NaN,Lux,Ghost,Heal,DUO,NONE
Scout,NaN,Boots,Amplifying Tome,NaN,NaN,NaN,Stealth Ward,NaN,Lux,Ghost,Heal,DUO,NONE
Hope,Infinity Edge,Immortal Shieldbow,Runaan's Hurricane,Bloodthirster,Mortal Reminder,Berserker's Greaves,Poro-Snax,LethalTempo,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,NaN,NaN,NaN,NaN,Kindred,Flash,Heal,DUO,TOP
Hope,Guardian's Hammer,Immortal Shieldbow,Rapid Firecannon,Infinity Edge,Vampiric Scepter,Berserker's Greaves,Poro-Snax,LethalTempo,NaN,NaN,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,NaN,NaN,NaN,NaN,Jhin,Flash,Clarity,DUO_SUPPORT,NONE
Maple,Doran's Ring,NaN,Blasting Wand,Sorcerer's Shoes,Doran's Ring,Oblivion Orb,Stealth Ward,Electrocute,NaN,,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Transcendence,,,,ManaflowBand,NaN,NaN,,NaN,NaN,NaN,NaN,Karthus,Teleport,Flash,SOLO,TOP
Maple,Edge of Night,Youmuu's Ghostblade,Tiamat,Refillable Potion,NaN,Mobility Boots,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,AbsoluteFocus,NaN,NaN,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Talon,Ignite,Flash,SOLO,MIDDLE
SwordArt,Seraph's Embrace,Riftmaker,Ionian Boots of Lucidity,Rabadon's Deathcap,Cosmic Drive,Void Staff,Poro-Snax,PhaseRush,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Ryze,Heal,Flash,DUO,MIDDLE
SwordArt,Mercury's Treads,Luden's Tempest,Refillable Potion,Tear of the Goddess,Doran's Ring,Needlessly Large Rod,Farsight Alteration,PhaseRush,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,MagicalFootwear,NaN,NaN,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Orianna,Teleport,Flash,SOLO,MIDDLE
XiaoAL,Sorcerer's Shoes,Zhonya's Hourglass,Morellonomicon,Shard of True Ice,NaN,Rylai's Crystal Scepter,Oracle Lens,MasterKey,NaN,NaN,NaN,PerfectTiming,,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,ManaflowBand,NaN,NaN,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Morgana,Flash,Heal,DUO_SUPPORT,BOTTOM
XiaoAL,NaN,Zhonya's Hourglass,Hextech Rocketbelt,Amplifying Tome,Blasting Wand,Mercury's Treads,Oracle Lens,Conqueror,NaN,,,PresenceOfMind,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sylas,Flash,Ignite,SOLO,MIDDLE
Wink,Lich Bane,Corrupting Potion,Dark Seal,Lost Chapter,Sorcerer's Shoes,Blasting Wand,Stealth Ward,UnsealedSpellbook,NaN,,,MagicalFootwear,NaN,,,MinionDematerializer,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NimbusCloak,NaN,,,Celerity,NaN,,,NaN,NaN,NaN,NaN,Twisted Fate,Flash,Teleport,SOLO,MIDDLE
Wink,Corrupting Potion,Phage,Doran's Shield,Plated Steelcaps,NaN,Control Ward,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,,,,CoupDeGrace,NaN,,,Unflinching,,,,Demolish,NaN,,,NaN,NaN,NaN,NaN,Yorick,Flash,Teleport,DUO_SUPPORT,NONE
Karsa,Seraph's Embrace,Everfrost,Sorcerer's Shoes,Needlessly Large Rod,NaN,NaN,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Anivia,Ignite,Flash,DUO_CARRY,MIDDLE
Karsa,Rabadon's Deathcap,Everfrost,Sorcerer's Shoes,Horizon Focus,NaN,NaN,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Celerity,NaN,,,Scorch,NaN,,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Neeko,Ignite,Flash,SOLO,MIDDLE
Xiaopeng,NaN,Refillable Potion,NaN,NaN,NaN,NaN,Oracle Lens,Conqueror,,,,Triumph,,,,LegendAlacrity,,,,CoupDeGrace,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,,,NaN,NaN,NaN,NaN,Master Yi,Flash,Smite,DUO_SUPPORT,NONE
Xiaopeng,Trinity Force,Plated Steelcaps,Youmuu's Ghostblade,NaN,Ruby Crystal,NaN,Stealth Ward,GraspOfTheUndying,NaN,NaN,,Demolish,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,ManaflowBand,NaN,NaN,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Gangplank,Flash,Ignite,NONE,JUNGLE
Twila,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Miss Fortune,Ghost,Heal,NONE,NONE
Mark,Kraken Slayer,Berserker's Greaves,Quicksilver Sash,Infinity Edge,NaN,Runaan's Hurricane,NaN,LethalTempo,NaN,NaN,,PresenceOfMind,NaN,,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Jinx,Flash,Heal,DUO_SUPPORT,MIDDLE
Mark,Demonic Embrace,Mercury's Treads,Zhonya's Hourglass,Liandry's Anguish,Giant's Belt,Amplifying Tome,Oracle Lens,DarkHarvest,NaN,NaN,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,MagicalFootwear,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Lillia,Flash,Smite,NONE,JUNGLE
Mystic,Mercury's Treads,Trinity Force,Tiamat,NaN,Corrupting Potion,Executioner's Calling,Stealth Ward,Conqueror,NaN,NaN,NaN,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Irelia,Flash,Teleport,SOLO,TOP
Mystic,Berserker's Greaves,Infinity Edge,NaN,Rapid Firecannon,Bloodthirster,B. F. Sword,Stealth Ward,PressTheAttack,NaN,NaN,NaN,Overheal,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Tristana,Flash,Heal,DUO_CARRY,BOTTOM
Magic,Banshee's Veil,Luden's Tempest,Zhonya's Hourglass,Dark Seal,NaN,Sorcerer's Shoes,Oracle Lens,DarkHarvest,NaN,NaN,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Waterwalking,NaN,,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Taliyah,Flash,Smite,NONE,JUNGLE
Magic,The Collector,Infinity Edge,Immortal Shieldbow,Lord Dominik's Regards,Bloodthirster,Berserker's Greaves,Stealth Ward,Conqueror,NaN,,,PresenceOfMind,NaN,,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,RavenousHunter,NaN,NaN,,TasteOfBlood,NaN,,,NaN,NaN,NaN,NaN,Samira,Flash,Exhaust,DUO,MIDDLE
Chen9,Turbo Chemtank,Bulwark of the Mountain,Refillable Potion,Mobility Boots,Dead Man's Plate,Giant's Belt,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,NullifyingOrb,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Blitzcrank,Flash,Ignite,DUO_SUPPORT,BOTTOM
Chen9,Shurelya's Battlesong,Pauldrons of Whiterock,Refillable Potion,Boots of Swiftness,Kindlegem,NaN,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,NullifyingOrb,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Blitzcrank,Flash,Ignite,DUO_SUPPORT,BOTTOM
Missing,Corrupting Potion,Doran's Ring,Doran's Ring,Sorcerer's Shoes,Liandry's Anguish,Fiendish Codex,Stealth Ward,DarkHarvest,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Brand,Exhaust,Flash,SOLO,MIDDLE
Missing,Goredrinker,Black Cleaver,Refillable Potion,Plated Steelcaps,Guardian Angel,Spectre's Cowl,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Jarvan IV,Smite,Flash,NONE,JUNGLE
Poss,Tear of the Goddess,Riftmaker,Lich Bane,Sapphire Crystal,Seeker's Armguard,Plated Steelcaps,Oracle Lens,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Kassadin,Flash,Ignite,SOLO,MIDDLE
Poss,Ravenous Hydra,Hexdrinker,Kraken Slayer,Blade of The Ruined King,Doran's Blade,Mercury's Treads,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,SuddenImpact,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Katarina,Flash,Ignite,SOLO,MIDDLE
Pepper,Chemtech Putrifier,Sorcerer's Shoes,Blasting Wand,Horizon Focus,Amplifying Tome,Giant's Belt,Poro-Snax,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Karma,Barrier,Mark,DUO_SUPPORT,NONE
Pepper,Zhonya's Hourglass,NaN,Sorcerer's Shoes,Needlessly Large Rod,NaN,Doran's Ring,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Cho'Gath,Ignite,Flash,DUO,MIDDLE
Corn,Dark Seal,Zhonya's Hourglass,Sorcerer's Shoes,NaN,Oblivion Orb,Blasting Wand,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,SuddenImpact,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,LeBlanc,Ignite,Flash,SOLO,MIDDLE
Corn,Seraph's Embrace,Zhonya's Hourglass,NaN,Sorcerer's Shoes,Rabadon's Deathcap,Blasting Wand,Poro-Snax,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Malphite,Heal,Flash,DUO_SUPPORT,MIDDLE
Ley,Guardian's Hammer,Prowler's Claw,Plated Steelcaps,Serrated Dirk,Black Cleaver,Maw of Malmortius,Poro-Snax,LethalTempo,NaN,NaN,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Nocturne,Flash,Mark,DUO_SUPPORT,TOP
Ley,Divine Sunderer,Refillable Potion,Plated Steelcaps,Black Cleaver,Recurve Bow,Vampiric Scepter,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,ShieldBash,NaN,,,Overgrowth,NaN,,,NaN,NaN,NaN,NaN,Vi,Flash,Smite,NONE,JUNGLE
Jinoo,Sorcerer's Shoes,Refillable Potion,Luden's Tempest,Demonic Embrace,Lich Bane,NaN,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Teemo,Flash,Smite,DUO_SUPPORT,NONE
Jinoo,Sunfire Aegis,Refillable Potion,Mercury's Treads,Thornmail,Gargoyle Stoneplate,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,CheapShot,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Amumu,Flash,Smite,DUO_SUPPORT,NONE
Puff,Pauldrons of Whiterock,NaN,Locket of the Iron Solari,NaN,Mobility Boots,Giant's Belt,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,,,NaN,NaN,NaN,NaN,Thresh,Ignite,Flash,DUO_SUPPORT,BOTTOM
Puff,Titanic Hydra,NaN,Sterak's Gage,Mercury's Treads,Guinsoo's Rageblade,Trinity Force,Poro-Snax,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,SuddenImpact,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Jax,Mark,Flash,DUO,TOP
Jay,Sterak's Gage,Plated Steelcaps,Chain Vest,Caulfield's Warhammer,NaN,Tiamat,Stealth Ward,HailOfBlades,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,CoupDeGrace,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Vi,Flash,Smite,NONE,JUNGLE
Jay,Trinity Force,Plated Steelcaps,Death's Dance,Guardian Angel,Edge of Night,Last Whisper,Stealth Ward,HailOfBlades,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,CoupDeGrace,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Vi,Flash,Smite,NONE,JUNGLE
Bvoy,Titanic Hydra,Mercury's Treads,Trinity Force,Sterak's Gage,NaN,NaN,Stealth Ward,DarkHarvest,NaN,NaN,NaN,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,LegendAlacrity,NaN,,,CutDown,NaN,,,NaN,NaN,NaN,NaN,Sett,Ignite,Flash,DUO,NONE
Bvoy,Blade of The Ruined King,Muramana,Trinity Force,Berserker's Greaves,Mortal Reminder,Lich Bane,Stealth Ward,DarkHarvest,NaN,NaN,NaN,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Scorch,NaN,,,AbsoluteFocus,NaN,NaN,,NaN,NaN,NaN,NaN,Ezreal,Barrier,Flash,DUO,TOP
Aris,NaN,Berserker's Greaves,Edge of Night,Youmuu's Ghostblade,Sanguine Blade,Umbral Glaive,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Jinx,Barrier,Flash,SOLO,BOTTOM
